LCLid,pre_2011_2012_days,drift_2013_days,post_2014_days
MAC002317,252,365,59
MAC002318,252,365,59
MAC002319,252,365,59
MAC002320,252,365,59
MAC002321,252,365,59
MAC002322,252,365,59
MAC002323,252,365,59
MAC002324,252,365,59
MAC002325,252,269,0
MAC002326,252,365,59
MAC002327,251,365,59
MAC002328,0,181,59
MAC002329,252,365,59
MAC002330,252,365,59
MAC002331,252,365,59
MAC002332,252,365,8
MAC002333,252,365,59
MAC002334,252,365,59
MAC002335,251,365,59
MAC002336,252,365,59
MAC002337,252,327,0
MAC002338,252,30,0
MAC002339,250,365,59
MAC002340,251,365,59
MAC002341,252,365,59
MAC002342,252,365,59
MAC002343,251,365,59
MAC002344,251,365,59
MAC002345,251,365,59
MAC002346,251,365,59
MAC002347,251,365,59
MAC002348,251,365,59
MAC002349,251,365,59
MAC002350,251,365,59
MAC002351,251,100,0
MAC002352,251,213,0
MAC002353,251,365,59
MAC002354,250,365,59
MAC002355,249,365,59
MAC002356,248,365,59
MAC002357,249,365,59
MAC002358,249,365,59
MAC002359,247,365,59
MAC002360,249,365,59
MAC002361,249,365,59
MAC002362,249,365,59
MAC002363,249,365,59
MAC002364,249,365,59
MAC002365,249,365,59
MAC002366,249,365,59
MAC002367,249,365,59
MAC002368,249,365,59
MAC002369,248,365,59
MAC002370,248,365,59
MAC002371,248,365,58
MAC002372,248,365,59
MAC002373,247,247,0
MAC002374,248,29,0
MAC002375,247,365,59
MAC002376,248,365,59
MAC002377,248,365,59
MAC002378,248,354,0
MAC002379,248,365,59
MAC002380,248,365,59
MAC002381,248,365,59
MAC002382,247,30,0
MAC002383,248,365,59
MAC002384,248,365,59
MAC002385,248,365,59
MAC002386,246,365,59
MAC002387,246,365,59
MAC002388,246,365,59
MAC002389,246,365,59
MAC002390,246,365,59
MAC002391,246,365,59
MAC002392,245,365,59
MAC002393,245,365,59
MAC002394,246,365,59
MAC002395,246,365,59
MAC002396,246,365,59
MAC002397,246,365,8
MAC002398,246,365,59
MAC002399,246,365,59
MAC002400,246,365,59
MAC002401,246,365,59
MAC002402,246,365,59
MAC002403,246,332,54
MAC002404,246,365,59
MAC002405,246,365,59
MAC002406,246,365,59
MAC002407,246,365,59
MAC002408,246,365,59
MAC002409,216,0,0
MAC002410,246,365,59
MAC002411,246,365,59
MAC002412,245,365,59
MAC002413,246,365,59
MAC002414,246,365,59
MAC002415,245,365,59
MAC002416,246,365,59
MAC002417,246,365,59
MAC002418,245,365,59
MAC002419,246,365,59
MAC002420,245,365,59
MAC002421,245,365,59
MAC002422,246,365,59
MAC002423,244,365,59
MAC002424,245,365,59
MAC002425,246,365,59
MAC002426,246,257,0
MAC002427,246,365,59
MAC002428,246,365,59
MAC002429,246,365,59
MAC002430,246,365,59
MAC002431,246,365,59
MAC002432,245,365,59
MAC002433,243,365,59
MAC002434,245,365,59
MAC002435,246,365,59
MAC002436,246,365,59
MAC002437,246,365,59
MAC002438,246,23,0
MAC002439,246,365,59
MAC002440,246,365,59
MAC002441,246,365,59
MAC002442,246,323,0
MAC002443,246,365,59
MAC002444,246,365,59
MAC002445,246,365,59
MAC002446,244,365,59
MAC002447,246,46,0
MAC002448,244,365,59
MAC002449,246,327,0
MAC002450,244,365,59
MAC002451,246,310,0
MAC002452,246,365,59
MAC002453,246,365,59
MAC002454,246,365,59
MAC002455,246,365,59
MAC002456,246,365,59
MAC002457,244,365,59
MAC002458,246,365,59
MAC002459,245,365,59
MAC002460,246,365,59
MAC002461,246,365,59
MAC002462,246,52,0
MAC002463,244,365,59
MAC002464,245,365,59
MAC002465,245,365,45
MAC002466,243,365,59
MAC002467,245,365,59
MAC002468,245,365,59
MAC002469,245,365,59
MAC002470,245,365,59
MAC002471,245,155,0
MAC002472,245,365,59
MAC002473,244,189,0
MAC002474,245,365,59
MAC002475,245,365,59
MAC002476,242,365,59
MAC002477,245,364,59
MAC002478,245,365,59
MAC002479,245,365,59
MAC002480,245,365,59
MAC002481,245,365,59
MAC002482,244,365,59
MAC002483,245,365,59
MAC002484,245,365,59
MAC002485,178,365,59
MAC002486,178,365,59
MAC002487,178,365,59
MAC002488,178,365,59
MAC002489,178,365,59
MAC002490,178,365,59
MAC002491,178,365,59
MAC002492,178,365,59
MAC002493,178,365,59
MAC002494,178,365,59
MAC002495,178,90,0
MAC002496,178,365,59
MAC002497,178,365,59
MAC002498,178,331,0
MAC002499,178,365,59
MAC002500,178,365,59
MAC002501,178,365,59
MAC002502,178,365,59
MAC002503,178,66,0
MAC002504,178,365,59
MAC002505,178,365,59
MAC002506,178,365,59
MAC002507,178,365,59
MAC002508,178,365,59
MAC002509,178,365,59
MAC002510,178,323,0
MAC002511,178,365,59
MAC002512,178,365,59
MAC002513,176,365,59
MAC002514,176,365,59
MAC002515,176,365,59
MAC002516,176,365,59
MAC002517,176,365,59
MAC002518,176,365,59
MAC002519,176,365,59
MAC002520,176,365,59
MAC002521,176,365,59
MAC002522,176,365,59
MAC002523,176,365,59
MAC002524,176,365,59
MAC002525,176,365,59
MAC002526,176,365,59
MAC002527,176,365,59
MAC002528,176,365,59
MAC002529,176,365,59
MAC002530,176,365,59
MAC002531,176,365,59
MAC002532,176,365,59
MAC002533,176,365,59
MAC002534,175,365,59
MAC002535,176,365,59
MAC002536,176,365,59
MAC002537,176,365,59
MAC002538,176,365,59
MAC002539,176,365,59
MAC002540,176,365,28
MAC002541,176,365,59
MAC002542,176,365,59
MAC002543,176,365,59
MAC002544,176,365,59
MAC002545,176,327,0
MAC002546,176,365,59
MAC002547,176,365,59
MAC002548,176,365,59
MAC002549,176,365,59
MAC002550,176,365,59
MAC002551,176,365,59
MAC002552,176,365,59
MAC002553,176,365,59
MAC002554,176,365,59
MAC002555,176,365,59
MAC002556,176,365,59
MAC002557,176,363,59
MAC002558,176,365,59
MAC002559,176,365,59
MAC002560,176,365,59
MAC002561,176,365,59
MAC002562,176,365,59
MAC002563,176,365,59
MAC002564,176,365,59
MAC002565,176,365,59
MAC002566,176,365,59
MAC002567,176,339,0
MAC002568,176,365,59
MAC002569,175,365,59
MAC002570,175,365,59
MAC002571,175,365,59
MAC002572,175,365,59
MAC002573,175,365,59
MAC002574,175,365,59
MAC002575,175,365,59
MAC002576,175,365,59
MAC002577,175,365,59
MAC002578,175,365,59
MAC002579,175,365,59
MAC002580,175,365,59
MAC002581,175,365,59
MAC002582,175,365,59
MAC002583,175,365,59
MAC002584,175,365,59
MAC002585,175,365,59
MAC002586,175,365,59
MAC002587,175,365,59
MAC002588,175,365,59
MAC002589,175,365,59
MAC002590,175,254,0
MAC002591,175,365,59
MAC002592,175,365,59
MAC002593,175,365,59
MAC002594,175,365,59
MAC002595,175,365,59
MAC002596,175,365,59
MAC002597,175,269,59
MAC002598,175,365,59
MAC002599,175,365,59
MAC002600,175,365,59
MAC002601,175,365,59
MAC002602,175,365,59
MAC002603,175,365,59
MAC002604,175,365,59
MAC002605,175,365,59
MAC002606,175,365,59
MAC002607,175,365,59
MAC002608,175,365,59
MAC002609,175,365,59
MAC002610,175,365,59
MAC002611,175,365,59
MAC002612,175,365,59
MAC002613,175,85,0
MAC002614,175,365,59
MAC002615,243,362,59
MAC002616,243,365,59
MAC002617,243,229,0
MAC002618,243,365,59
MAC002619,243,365,59
MAC002620,243,365,59
MAC002621,243,365,59
MAC002622,243,365,59
MAC002623,243,364,59
MAC002624,243,365,57
MAC002625,243,365,59
MAC002626,243,365,8
MAC002627,243,365,59
MAC002628,243,365,59
MAC002629,0,260,59
MAC002630,243,365,59
MAC002631,243,365,59
MAC002632,243,365,59
MAC002633,243,365,59
MAC002634,243,119,0
MAC002635,243,365,59
MAC002636,243,365,59
MAC002637,243,365,57
MAC002638,243,365,59
MAC002639,243,365,59
MAC002640,243,365,59
MAC002641,243,365,59
MAC002642,243,365,59
MAC002643,243,365,59
MAC002644,243,365,59
MAC002645,243,365,59
MAC002646,243,365,59
MAC002647,243,365,59
MAC002648,151,365,59
MAC002649,242,365,59
MAC002650,242,262,0
MAC002651,242,365,59
MAC002652,242,365,59
MAC002653,242,365,59
MAC002654,242,365,59
MAC002655,242,365,59
MAC002656,242,365,59
MAC002657,242,365,59
MAC002658,242,365,59
MAC002659,242,365,59
MAC002660,242,365,59
MAC002661,242,365,59
MAC002662,242,365,59
MAC002663,242,365,59
MAC002664,242,365,59
MAC002665,242,365,59
MAC002666,241,365,59
MAC002667,242,365,59
MAC002668,241,365,59
MAC002669,242,365,59
MAC002670,242,339,0
MAC002671,241,365,59
MAC002672,241,365,59
MAC002673,242,365,59
MAC002674,242,365,59
MAC002675,242,365,59
MAC002676,242,365,59
MAC002677,242,365,59
MAC002678,242,365,59
MAC002679,242,365,59
MAC002680,242,365,59
MAC002681,242,365,59
MAC002682,242,365,59
MAC002683,242,365,59
MAC002684,242,365,59
MAC002685,242,365,59
MAC002686,242,365,59
MAC002687,242,365,59
MAC002688,242,365,35
MAC002689,241,365,59
MAC002690,242,365,59
MAC002691,242,365,59
MAC002692,242,365,59
MAC002693,241,365,59
MAC002694,241,365,59
MAC002695,241,365,59
MAC002696,241,365,59
MAC002697,241,365,59
MAC002698,241,365,59
MAC002699,240,365,59
MAC002700,240,365,59
MAC002701,241,365,59
MAC002702,241,365,59
MAC002703,241,365,59
MAC002704,240,365,59
MAC002705,154,365,59
MAC002706,241,365,59
MAC002707,241,365,59
MAC002708,241,365,59
MAC002709,240,365,59
MAC002710,240,365,59
MAC002711,241,365,59
MAC002712,238,365,59
MAC002713,238,365,59
MAC002714,237,365,59
MAC002715,236,365,59
MAC002716,238,365,59
MAC002717,238,365,59
MAC002718,238,365,59
MAC002719,238,365,59
MAC002720,238,365,59
MAC002721,238,365,59
MAC002722,238,365,59
MAC002723,237,365,59
MAC002724,238,365,59
MAC002725,238,365,59
MAC002726,238,365,59
MAC002727,234,363,59
MAC002728,238,365,59
MAC002729,237,365,59
MAC002730,234,365,59
MAC002731,238,365,59
MAC002732,238,365,59
MAC002733,238,365,59
MAC002734,238,365,59
MAC002735,194,365,59
MAC002736,238,365,59
MAC002737,238,365,59
MAC002738,238,365,59
MAC002739,238,365,59
MAC002740,238,365,59
MAC002741,238,365,59
MAC002742,238,365,59
MAC002743,238,365,59
MAC002744,238,365,39
MAC002745,237,365,59
MAC002746,237,365,59
MAC002747,237,365,59
MAC002748,237,365,59
MAC002749,236,365,59
MAC002750,236,365,59
MAC002751,236,365,59
MAC002752,236,365,59
MAC002753,236,365,59
MAC002754,236,365,59
MAC002755,236,365,59
MAC002756,236,365,59
MAC002757,236,365,59
MAC002758,236,365,59
MAC002759,236,365,59
MAC002760,236,365,59
MAC002761,236,365,59
MAC002762,236,365,59
MAC002763,236,365,59
MAC002764,236,365,59
MAC002765,236,365,59
MAC002766,236,365,59
MAC002767,236,261,0
MAC002768,236,365,59
MAC002769,236,233,0
MAC002770,236,365,59
MAC002771,236,365,59
MAC002772,236,365,59
MAC002773,235,122,0
MAC002774,236,365,37
MAC002775,236,365,59
MAC002776,236,365,59
MAC002777,236,365,59
MAC002778,236,302,0
MAC002779,236,365,59
MAC002780,236,365,59
MAC002781,236,365,59
MAC002782,236,365,59
MAC002783,236,365,59
MAC002784,236,365,59
MAC002785,236,365,59
MAC002786,236,365,59
MAC002787,236,365,59
MAC002788,236,365,59
MAC002789,187,365,59
MAC002790,236,365,59
MAC002791,236,365,59
MAC002792,236,365,59
MAC002793,236,365,59
MAC002794,236,365,59
MAC002795,236,365,59
MAC002796,0,322,59
MAC002797,235,365,59
MAC002798,236,365,59
MAC002799,236,365,59
MAC002800,236,365,59
MAC002801,236,123,0
MAC002802,236,365,59
MAC002803,236,365,59
MAC002804,236,263,0
MAC002805,236,365,59
MAC002806,236,365,59
MAC002807,236,365,59
MAC002808,236,365,59
MAC002809,236,365,59
MAC002810,236,365,59
MAC002811,236,365,59
MAC002812,235,365,59
MAC002813,235,365,59
MAC002814,235,365,59
MAC002815,235,137,0
MAC002816,235,365,59
MAC002817,235,365,59
MAC002818,235,365,59
MAC002819,235,365,59
MAC002820,235,365,59
MAC002821,234,365,59
MAC002822,235,365,59
MAC002823,235,365,59
MAC002824,235,365,59
MAC002825,234,362,59
MAC002826,235,365,59
MAC002827,235,365,59
MAC002828,235,365,59
MAC002829,235,365,59
MAC002830,235,365,59
MAC002831,234,365,59
MAC002832,233,365,59
MAC002833,235,365,59
MAC002834,235,365,59
MAC002835,234,203,0
MAC002836,235,233,0
MAC002837,235,365,59
MAC002838,235,365,59
MAC002839,235,365,59
MAC002840,232,365,59
MAC002841,235,365,59
MAC002842,235,30,0
MAC002843,235,365,59
MAC002844,235,188,0
MAC002845,235,365,59
MAC002846,235,365,59
MAC002847,235,324,0
MAC002848,235,365,59
MAC002849,235,365,59
MAC002850,235,365,59
MAC002851,235,365,59
MAC002852,235,365,48
MAC002853,235,365,59
MAC002854,235,365,59
MAC002855,235,322,0
MAC002856,235,365,59
MAC002857,235,365,59
MAC002858,235,365,59
MAC002859,235,365,59
MAC002860,234,365,59
MAC002861,235,365,59
MAC002862,235,365,59
MAC002863,235,365,59
MAC002864,235,365,59
MAC002865,234,365,59
MAC002866,235,365,59
MAC002867,235,215,0
MAC002868,235,340,59
MAC002869,235,365,59
MAC002870,234,365,59
MAC002871,235,365,46
MAC002872,235,365,59
MAC002873,235,365,59
MAC002874,234,365,59
MAC002875,184,365,59
MAC002876,184,365,59
MAC002877,184,365,59
MAC002878,185,365,59
MAC002879,184,365,57
MAC002880,185,365,59
MAC002881,184,365,59
MAC002882,184,365,59
MAC002883,183,365,59
MAC002884,182,365,59
MAC002885,182,365,59
MAC002886,182,365,59
MAC002887,182,357,0
MAC002888,183,363,59
MAC002889,182,365,59
MAC002890,182,365,59
MAC002891,182,365,59
MAC002892,183,365,59
MAC002893,182,365,59
MAC002894,182,365,59
MAC002895,182,365,59
MAC002896,182,365,59
MAC002897,182,214,0
MAC002898,182,365,59
MAC002899,183,365,59
MAC002900,183,365,59
MAC002901,182,365,59
MAC002902,183,365,59
MAC002903,181,365,59
MAC002904,182,365,59
MAC002905,182,365,59
MAC002906,183,365,59
MAC002907,182,365,59
MAC002908,182,365,59
MAC002909,182,365,56
MAC002910,183,365,59
MAC002911,180,365,59
MAC002912,182,365,59
MAC002913,183,365,59
MAC002914,182,365,59
MAC002915,182,365,59
MAC002916,183,365,59
MAC002917,183,365,59
MAC002918,183,365,59
MAC002919,183,364,56
MAC002920,182,365,59
MAC002921,182,365,59
MAC002922,182,365,59
MAC002923,183,365,59
MAC002924,182,365,59
MAC002925,183,200,0
MAC002926,182,214,0
MAC002927,182,365,59
MAC002928,183,365,59
MAC002929,182,365,59
MAC002930,183,365,59
MAC002931,182,365,59
MAC002932,183,365,59
MAC002933,182,365,59
MAC002934,182,365,59
MAC002935,183,365,59
MAC002936,182,365,58
MAC002937,183,365,59
MAC002938,182,365,59
MAC002939,182,365,59
MAC002940,180,365,59
MAC002941,182,365,59
MAC002942,180,365,59
MAC002943,180,365,59
MAC002944,180,365,59
MAC002945,180,365,59
MAC002946,180,365,59
MAC002947,180,365,59
MAC002948,182,365,59
MAC002949,180,365,59
MAC002950,182,365,59
MAC002951,180,365,59
MAC002952,182,365,58
MAC002953,180,365,59
MAC002954,180,365,59
MAC002955,178,365,59
MAC002956,180,365,59
MAC002957,180,365,59
MAC002958,182,365,59
MAC002959,180,365,59
MAC002960,180,365,59
MAC002961,182,365,59
MAC002962,182,365,59
MAC002963,180,365,59
MAC002964,182,365,59
MAC002965,180,365,59
MAC002966,180,365,59
MAC002967,182,365,59
MAC002968,182,365,59
MAC002969,180,365,59
MAC002970,182,365,59
MAC002971,180,365,59
MAC002972,182,365,59
MAC002973,182,365,59
MAC002974,180,365,45
MAC002975,182,365,59
MAC002976,182,9,0
MAC002977,182,363,59
MAC002978,180,186,0
MAC002979,180,365,59
MAC002980,180,365,59
MAC002981,182,365,59
MAC002982,182,365,59
MAC002983,182,365,59
MAC002984,182,365,59
MAC002985,182,365,59
MAC002986,182,365,59
MAC002987,181,365,59
MAC002988,181,365,59
MAC002989,181,130,0
MAC002990,181,365,59
MAC002991,181,365,59
MAC002992,181,260,0
MAC002993,181,365,59
MAC002994,181,365,58
MAC002995,181,365,59
MAC002996,181,365,59
MAC002997,181,365,59
MAC002998,181,365,59
MAC002999,151,365,59
MAC003000,181,365,59
MAC003001,181,365,59
MAC003002,181,365,59
MAC003003,181,365,59
MAC003004,180,365,59
MAC003005,231,365,59
MAC003006,231,327,0
MAC003007,231,365,59
MAC003008,231,365,59
MAC003009,231,116,0
MAC003010,230,365,59
MAC003011,231,365,59
MAC003012,231,365,59
MAC003013,231,365,59
MAC003014,219,0,0
MAC003015,231,365,59
MAC003016,105,365,59
MAC003017,231,365,59
MAC003018,231,365,59
MAC003019,231,365,59
MAC003020,231,365,59
MAC003021,231,365,59
MAC003022,225,0,0
MAC003023,231,365,59
MAC003024,231,363,59
MAC003025,231,365,59
MAC003026,231,365,59
MAC003027,231,365,59
MAC003028,231,339,0
MAC003029,231,365,59
MAC003030,231,365,59
MAC003031,231,365,59
MAC003032,231,365,59
MAC003033,231,365,59
MAC003034,231,365,59
MAC003035,231,365,59
MAC003036,231,365,59
MAC003037,231,365,59
MAC003038,231,365,59
MAC003039,231,365,59
MAC003040,231,365,59
MAC003041,231,359,59
MAC003042,231,365,59
MAC003043,230,365,59
MAC003044,231,365,59
MAC003045,229,365,59
MAC003046,231,365,59
MAC003047,231,365,59
MAC003048,231,365,59
MAC003049,231,365,59
MAC003050,231,365,59
MAC003051,231,365,59
MAC003052,231,365,59
MAC003053,231,365,59
MAC003054,231,365,59
MAC003055,231,365,59
MAC003056,231,365,59
MAC003057,231,365,59
MAC003058,231,365,59
MAC003059,229,365,59
MAC003060,231,365,59
MAC003061,230,365,59
MAC003062,231,365,59
MAC003063,231,365,59
MAC003064,231,365,59
MAC003065,231,365,59
MAC003066,231,365,59
MAC003067,231,365,59
MAC003068,231,365,59
MAC003069,231,365,59
MAC003070,231,365,59
MAC003071,231,157,0
MAC003072,231,365,59
MAC003073,231,365,59
MAC003074,231,59,0
MAC003075,231,365,59
MAC003076,231,365,59
MAC003077,231,365,59
MAC003078,231,365,59
MAC003079,230,365,59
MAC003080,229,365,59
MAC003081,229,365,59
MAC003082,229,365,59
MAC003083,230,365,59
MAC003084,230,365,59
MAC003085,230,365,59
MAC003086,230,365,59
MAC003087,230,365,59
MAC003088,230,365,59
MAC003089,230,365,59
MAC003090,230,365,59
MAC003091,229,365,59
MAC003092,229,365,57
MAC003093,230,365,59
MAC003094,230,365,59
MAC003095,230,365,59
MAC003096,230,365,59
MAC003097,230,365,59
MAC003098,229,365,59
MAC003099,230,365,59
MAC003100,152,365,59
MAC003101,230,365,59
MAC003102,229,206,0
MAC003103,229,365,59
MAC003104,230,365,59
MAC003105,230,365,59
MAC003106,230,365,59
MAC003107,229,365,59
MAC003108,230,365,59
MAC003109,230,365,59
MAC003110,230,365,59
MAC003111,230,365,59
MAC003112,230,365,59
MAC003113,229,365,59
MAC003114,230,365,59
MAC003115,229,365,59
MAC003116,229,365,59
MAC003117,230,365,59
MAC003118,229,365,59
MAC003119,229,365,59
MAC003120,230,365,59
MAC003121,230,365,59
MAC003122,229,365,59
MAC003123,229,365,59
MAC003124,229,365,59
MAC003125,230,365,59
MAC003126,229,365,59
MAC003127,230,365,59
MAC003128,230,365,59
MAC003129,230,365,59
MAC003130,229,365,59
MAC003131,230,365,59
MAC003132,228,365,59
MAC003133,230,365,59
MAC003134,230,365,59
MAC003135,171,365,59
MAC003136,171,365,59
MAC003137,171,365,59
MAC003138,171,365,59
MAC003139,171,365,59
MAC003140,171,365,59
MAC003141,171,365,59
MAC003142,171,365,59
MAC003143,171,365,59
MAC003144,171,365,59
MAC003145,171,365,59
MAC003146,171,365,59
MAC003147,171,365,59
MAC003148,171,365,59
MAC003149,171,365,59
MAC003150,171,365,59
MAC003151,171,365,59
MAC003152,171,365,59
MAC003153,171,365,59
MAC003154,171,365,59
MAC003155,0,181,59
MAC003156,171,184,0
MAC003157,171,365,59
MAC003158,171,365,59
MAC003159,167,365,59
MAC003160,165,365,59
MAC003161,162,80,0
MAC003162,158,365,59
MAC003163,155,365,59
MAC003164,154,365,59
MAC003165,154,364,57
MAC003166,154,365,59
MAC003167,154,157,0
MAC003168,137,365,59
MAC003169,111,365,59
MAC003170,111,365,59
MAC003171,111,365,59
MAC003172,111,365,59
MAC003173,111,365,59
MAC003174,111,365,59
MAC003175,111,365,59
MAC003176,111,365,59
MAC003177,110,365,59
MAC003178,110,365,59
MAC003179,110,365,59
MAC003180,110,365,59
MAC003181,110,365,59
MAC003182,110,365,59
MAC003183,110,365,59
MAC003184,110,365,59
MAC003185,110,365,59
MAC003186,110,365,59
MAC003187,110,365,59
MAC003188,110,365,59
MAC003189,110,365,59
MAC003190,109,365,59
MAC003191,109,365,59
MAC003192,109,365,59
MAC003193,109,365,59
MAC003194,109,365,59
MAC003195,109,365,59
MAC003196,109,206,0
MAC003197,95,70,0
MAC003198,109,365,59
MAC003199,109,365,59
MAC003200,109,365,42
MAC003201,109,365,59
MAC003202,109,48,0
MAC003203,109,365,59
MAC003204,109,365,58
MAC003205,109,365,59
MAC003206,109,365,59
MAC003207,106,52,0
MAC003208,106,365,59
MAC003209,106,365,59
MAC003210,106,365,59
MAC003211,106,365,59
MAC003212,106,365,59
MAC003213,106,365,59
MAC003214,106,365,59
MAC003215,106,363,54
MAC003216,106,365,59
MAC003217,106,365,59
MAC003218,106,102,0
MAC003219,106,365,59
MAC003220,106,365,59
MAC003221,106,363,59
MAC003222,106,365,59
MAC003223,106,365,59
MAC003224,106,365,59
MAC003225,106,365,59
MAC003226,106,365,59
MAC003227,106,365,59
MAC003228,106,365,59
MAC003229,106,365,59
MAC003230,106,365,59
MAC003231,106,327,0
MAC003232,106,365,59
MAC003233,106,365,59
MAC003234,106,365,59
MAC003235,106,365,59
MAC003236,105,365,59
MAC003237,105,365,59
MAC003238,105,365,59
MAC003239,105,365,59
MAC003240,105,365,59
MAC003241,105,365,59
MAC003242,105,365,59
MAC003243,105,365,59
MAC003244,105,365,59
MAC003245,105,365,59
MAC003246,105,162,0
MAC003247,105,365,59
MAC003248,105,365,59
MAC003249,105,365,59
MAC003250,105,365,53
MAC003251,105,365,59
MAC003252,104,365,53
MAC003253,104,365,59
MAC003254,104,365,3
MAC003255,104,365,59
MAC003256,104,365,59
MAC003257,104,365,59
MAC003258,104,365,59
MAC003259,104,365,59
MAC003260,104,365,59
MAC003261,104,365,59
MAC003262,104,365,59
MAC003263,104,365,59
MAC003264,103,365,59
MAC003265,103,365,59
MAC003266,103,365,59
MAC003267,103,365,59
MAC003268,101,365,59
MAC003269,103,365,59
MAC003270,103,365,59
MAC003271,103,365,59
MAC003272,103,365,59
MAC003273,103,365,59
MAC003274,103,365,59
MAC003275,103,365,59
MAC003276,103,365,59
MAC003277,103,365,59
MAC003278,103,365,59
MAC003279,103,365,59
MAC003280,102,365,59
MAC003281,102,365,59
MAC003282,102,365,59
MAC003283,102,365,59
MAC003284,102,365,59
MAC003285,102,317,0
MAC003286,102,365,59
MAC003287,102,365,59
MAC003288,102,365,59
MAC003289,102,365,59
MAC003290,99,365,59
MAC003291,99,365,59
MAC003292,99,365,59
MAC003293,98,365,59
MAC003294,99,365,59
MAC003295,99,365,59
MAC003296,99,365,59
MAC003297,99,365,59
MAC003298,99,365,59
MAC003299,99,365,59
MAC003300,99,365,59
MAC003301,99,365,59
MAC003302,99,365,59
MAC003303,99,365,59
MAC003304,99,365,59
MAC003305,99,365,59
MAC003306,99,365,59
MAC003307,99,365,59
MAC003308,99,365,59
MAC003309,99,365,35
MAC003310,99,365,59
MAC003311,99,365,59
MAC003312,99,365,59
MAC003313,99,365,59
MAC003314,99,365,59
MAC003315,99,365,59
MAC003316,99,365,59
MAC003317,99,365,59
MAC003318,99,365,58
MAC003319,99,365,59
MAC003320,98,365,59
MAC003321,99,365,59
MAC003322,99,365,59
MAC003323,99,365,59
MAC003324,99,327,0
MAC003325,17,365,59
MAC003326,99,365,59
MAC003327,99,365,59
MAC003328,98,365,59
MAC003329,98,365,59
MAC003330,98,365,59
MAC003331,98,365,59
MAC003332,98,365,59
MAC003333,98,365,59
MAC003334,98,365,59
MAC003335,98,365,59
MAC003336,98,228,0
MAC003337,98,353,0
MAC003338,97,365,59
MAC003339,97,365,59
MAC003340,97,365,59
MAC003341,97,365,59
MAC003342,97,365,59
MAC003343,97,210,0
MAC003344,97,365,59
MAC003345,97,114,0
MAC003346,88,0,0
MAC003347,97,65,0
MAC003348,21,365,59
MAC003349,97,365,59
MAC003350,97,365,59
MAC003351,97,365,59
MAC003352,97,365,59
MAC003353,97,10,0
MAC003354,97,365,59
MAC003355,97,365,59
MAC003356,97,365,59
MAC003357,97,365,59
MAC003358,97,365,59
MAC003359,96,352,59
MAC003360,96,365,59
MAC003361,96,365,59
MAC003362,96,365,59
MAC003363,96,365,59
MAC003364,96,365,59
MAC003365,96,365,59
MAC003366,96,365,59
MAC003367,96,365,59
MAC003368,96,365,59
MAC003369,96,365,59
MAC003370,96,365,59
MAC003371,96,365,59
MAC003372,96,365,59
MAC003373,96,365,59
MAC003374,96,365,59
MAC003375,96,365,59
MAC003376,96,365,59
MAC003377,96,365,59
MAC003378,96,365,59
MAC003379,96,365,59
MAC003380,96,365,59
MAC003381,96,365,59
MAC003382,96,365,59
MAC003383,96,116,0
MAC003384,96,365,59
MAC003385,95,365,59
MAC003386,95,365,59
MAC003387,95,365,59
MAC003388,95,365,59
MAC003389,95,365,59
MAC003390,95,365,59
MAC003391,95,365,59
MAC003392,95,365,59
MAC003393,95,365,59
MAC003394,95,365,59
MAC003395,95,365,59
MAC003396,95,365,59
MAC003397,95,365,59
MAC003398,95,365,59
MAC003399,95,365,59
MAC003400,95,365,59
MAC003401,95,365,59
MAC003402,95,365,59
MAC003403,95,365,59
MAC003404,95,365,59
MAC003405,95,365,59
MAC003406,95,365,59
MAC003407,92,365,48
MAC003408,92,365,59
MAC003409,92,365,59
MAC003410,92,365,59
MAC003411,92,365,59
MAC003412,92,365,59
MAC003413,92,365,59
MAC003414,92,365,59
MAC003415,92,365,59
MAC003416,92,363,59
MAC003417,92,365,59
MAC003418,92,365,59
MAC003419,92,365,59
MAC003420,92,365,59
MAC003421,92,365,59
MAC003422,92,363,59
MAC003423,92,365,59
MAC003424,92,365,15
MAC003425,92,365,59
MAC003426,92,365,59
MAC003427,92,365,59
MAC003428,92,365,59
MAC003429,92,365,59
MAC003430,92,365,59
MAC003431,92,365,59
MAC003432,91,365,59
MAC003433,91,365,59
MAC003434,91,365,59
MAC003435,91,365,59
MAC003436,91,365,59
MAC003437,91,365,59
MAC003438,91,261,0
MAC003439,91,365,59
MAC003440,91,365,59
MAC003441,91,365,59
MAC003442,91,365,59
MAC003443,91,365,59
MAC003444,91,365,59
MAC003445,91,365,59
MAC003446,91,365,59
MAC003447,91,365,59
MAC003448,91,365,59
MAC003449,91,365,59
MAC003450,91,365,59
MAC003451,24,365,59
MAC003452,91,365,59
MAC003453,91,365,59
MAC003454,91,365,59
MAC003455,91,365,59
MAC003456,91,365,59
MAC003457,91,365,59
MAC003458,91,365,59
MAC003459,91,365,59
MAC003460,91,365,59
MAC003461,91,365,59
MAC003462,91,365,59
MAC003463,91,223,0
MAC003464,91,234,0
MAC003465,90,365,59
MAC003466,90,365,59
MAC003467,90,365,59
MAC003468,90,365,59
MAC003469,90,365,59
MAC003470,90,365,59
MAC003471,90,365,59
MAC003472,90,365,59
MAC003473,90,365,59
MAC003474,86,365,59
MAC003475,90,365,59
MAC003476,90,365,59
MAC003477,90,365,59
MAC003478,90,365,59
MAC003479,90,338,0
MAC003480,90,365,59
