LCLid,stdorToU,Acorn,Acorn_grouped,file,pre_2011_2012_days,drift_2013_days,post_2014_days,pre_mean,pre_std,drift_mean,drift_std,mean_shift_pct,std_shift_pct,shift_score
MAC002963,ToU,ACORN-Q,Adversity,block_96,180,365,59,0.11825481610290252,0.03486574367863555,0.11024544953730687,0.055757947544850785,6.7729728306592465,59.92186502253561,66.69483785319485
MAC002985,ToU,ACORN-M,Adversity,block_86,182,365,59,0.06916876071623408,0.04705730147023617,0.09416306700399572,0.07515331762922171,36.13525243035823,59.70596545311108,95.84121788346931
MAC003068,ToU,ACORN-E,Affluent,block_38,231,365,59,0.3113976078670792,0.11490649599756667,0.26742627637569216,0.05564385524761314,14.120638816903277,51.57466532719657,65.69530414409985
MAC003099,ToU,ACORN-Q,Adversity,block_96,230,365,59,0.07713695127170453,0.00921047247079907,0.08071132322937916,0.014754630641237531,4.633799882865973,60.194069175231654,64.82786905809763
MAC003145,ToU,ACORN-H,Comfortable,block_64,171,365,59,0.08969241649731101,0.0394848118555181,0.07561221456050225,0.07207398296851412,15.698319307999558,82.53596656923567,98.23428587723522
MAC003151,ToU,ACORN-J,Comfortable,block_72,171,365,59,0.19202994090920344,0.039110517273589586,0.21962230997935486,0.05793611577699684,14.36878485693946,48.13436337780103,62.50314823474049
MAC003175,ToU,ACORN-L,Adversity,block_80,111,365,59,0.2440410354286104,0.05405059123985034,0.24151460217392884,0.08627932597030039,1.0352493588811251,59.62697907860902,60.66222843749014
MAC003272,ToU,ACORN-H,Comfortable,block_63,103,365,59,0.49963715363346073,0.0876672220734089,0.41913481731735164,0.1287291515641707,16.11215974045967,46.838406099349456,62.95056583980913
MAC003298,ToU,ACORN-H,Comfortable,block_64,99,365,59,0.2169300800133426,0.08559069814700951,0.5069550020326613,0.9667376646936888,133.6951159569389,1029.4891683594312,1163.1842843163702
MAC003315,ToU,ACORN-L,Adversity,block_78,99,365,59,0.17294933032224413,0.029130558207190002,0.14285936071917804,0.04510372242761656,17.39814172567283,54.83301798344551,72.23115970911834
MAC003333,ToU,ACORN-G,Comfortable,block_60,98,365,59,0.2701871963496113,0.056133795250710675,0.1886428142741426,0.10097587828979891,30.18069811492976,79.88428866925851,110.06498678418828
MAC003360,ToU,ACORN-M,Adversity,block_85,96,365,59,0.13324636676747306,0.029618020936213137,0.10848726234130664,0.042370341511665556,18.581448055070275,43.05595097969733,61.637399034767604
MAC003387,ToU,ACORN-C,Affluent,block_3,95,365,59,0.06734082446808506,0.009636556435673864,0.07688036530821914,0.01875014355097032,14.166058873626,94.57306846207621,108.73912733570221
MAC003390,ToU,ACORN-O,Adversity,block_91,95,365,59,0.08066135036114218,0.029326989561937068,0.10871073909453023,0.07158256426975684,34.77426128846533,144.08425596694204,178.85851725540738
MAC003396,ToU,ACORN-L,Adversity,block_79,95,365,59,0.19029320166179337,0.08899552567526503,0.16793924868721458,0.05020774266344946,11.747110658376696,43.583969775455856,55.331080433832554
MAC003419,ToU,ACORN-G,Comfortable,block_60,92,365,59,0.4494515264550571,0.1767709798958896,0.4722407681437627,0.3352954880636674,5.070455955161701,89.67790316099497,94.74835911615668
MAC003541,ToU,ACORN-L,Adversity,block_78,85,365,59,0.20252907803869422,0.04873247957213129,0.14273947586308652,0.06762752503790528,29.521490323569527,38.773002382951866,68.2944927065214
MAC003617,ToU,ACORN-G,Comfortable,block_60,77,365,59,0.08451748296030206,0.007319477804337885,0.07649394734285433,0.0120413394545088,9.493344260164955,64.51090878877325,74.00425304893821
MAC003634,ToU,ACORN-A,Affluent,block_2,81,365,59,0.7582518419844351,0.11975880948485139,0.5227793926456087,0.263518133010071,31.05464916808735,120.04070860724786,151.09535777533523
MAC003648,ToU,ACORN-E,Affluent,block_35,81,365,59,0.16511259390596267,0.0596132633174447,0.20900024535944117,0.08674322254459614,26.580438484585883,45.50993808656733,72.09037657115321
MAC003679,ToU,ACORN-F,Comfortable,block_55,78,365,59,0.11345140324556613,0.04202951508528269,0.08587773972602736,0.02692422523923196,24.304382961095193,35.939719540899695,60.24410250199489
MAC003682,ToU,ACORN-H,Comfortable,block_62,77,365,59,0.4879006861428222,0.13720553767593113,0.3216000230168561,0.2021318223428659,34.08494143361079,47.320454966100286,81.40539639971107
MAC003738,ToU,ACORN-L,Adversity,block_80,75,365,59,0.37172728626923074,0.0901003249210918,0.2754571610682297,0.12004034975086261,25.898051812983002,33.229652452409844,59.12770426539285
MAC003769,ToU,ACORN-M,Adversity,block_86,74,365,59,0.26888289408783783,0.06650394427201596,0.2753863899880987,0.12106590315434194,2.4187094245334735,82.04319229421252,84.46190171874599
MAC003848,ToU,ACORN-L,Adversity,block_79,69,365,59,0.4688034205795817,0.0678328218168324,0.34149988587328767,0.15461278736167863,27.154992715050724,127.93211784580691,155.08711056085764
MAC003895,ToU,ACORN-A,Affluent,block_2,67,365,51,0.5411371086078536,0.19723298500476436,0.3517968267326095,0.15500613415911474,34.98933613374749,21.40962924869265,56.39896538244014
MAC003911,ToU,ACORN-L,Adversity,block_79,67,363,59,0.2954689305196094,0.06138096935774424,0.2693751148477033,0.10141678831711624,8.831323017962553,65.22513309627426,74.05645611423682
MAC003973,ToU,ACORN-J,Comfortable,block_73,177,364,59,0.18545805482223868,0.05696039742171806,0.20080371261946162,0.19603827693025053,8.274462822297869,244.1659219454539,252.44038476775177
MAC004000,ToU,ACORN-E,Affluent,block_36,179,365,59,0.4802888732192737,0.2827268578933578,0.6512574190616963,0.3566364991725371,35.5970240777091,26.141712120981946,61.73873619869104
MAC004100,ToU,ACORN-P,Adversity,block_92,228,365,59,0.06245413842371075,0.010652655541860883,0.031637442922374394,0.014170525921577241,49.342919907508936,33.02341248050748,82.36633238801642
MAC004144,ToU,ACORN-E,Affluent,block_35,225,365,59,0.0575112190362405,0.010444636825492362,0.06953824567521613,0.06702534031147454,20.912487755470533,541.7201615654544,562.632649320925
MAC004152,ToU,ACORN-E,Affluent,block_35,224,365,59,0.10153457050108437,0.040420212372785425,0.12001484586134586,0.05552999015230246,18.20096866422863,37.38173773102269,55.58270639525132
MAC004155,ToU,ACORN-H,Comfortable,block_62,225,365,59,0.19076453112687153,0.019566339846783028,0.15552633224889126,0.02672262161905007,18.472091572696208,36.57445300605689,55.0465445787531
MAC004184,ToU,ACORN-E,Affluent,block_34,225,365,59,0.1515053747482707,0.027665205352426524,0.1698315489688706,0.07133654879005286,12.096055503673858,157.85656705344465,169.9526225571185
MAC004258,ToU,ACORN-A,Affluent,block_2,222,365,59,0.33134822460552094,0.07418977894973229,0.3883313004953609,0.1238031456223996,17.197338527369467,66.87358740653902,84.07092593390848
MAC004331,ToU,ACORN-Q,Adversity,block_94,293,365,59,0.14155949845769145,0.0360272407826493,0.1040227739726027,0.024509577489151047,26.516570695754137,31.969318336044083,58.48588903179822
MAC004374,ToU,ACORN-A,Affluent,block_2,291,365,59,0.7243078734814328,0.250523617383516,0.40715039963470323,0.15524466799675682,43.78766067008102,38.03192305055242,81.81958372063343
MAC004396,ToU,ACORN-F,Comfortable,block_48,290,365,59,0.09696655230774358,0.01253907432504563,0.07756232876712325,0.007632493010583304,20.01125447776773,39.130331213221126,59.141585690988855
MAC004400,ToU,ACORN-F,Comfortable,block_48,288,365,59,0.3391542410305861,0.1510572077802608,0.4576686074200913,0.45520325598025224,34.944090933192,201.34494253490058,236.28903346809258
MAC004408,ToU,ACORN-B,Affluent,block_3,288,365,59,0.17630573967488677,0.037117562214574226,0.16527982612394343,0.057223080767236194,6.253859670862372,54.16713101047226,60.42099068133463
MAC004506,ToU,ACORN-J,Comfortable,block_72,379,365,59,0.11081887479181868,0.017425410294969572,0.08321768070533368,0.026302221529890337,24.906582148876577,50.94176311867591,75.84834526755249
MAC004525,ToU,ACORN-E,Affluent,block_37,378,365,59,0.09833121635050292,0.06174284396979729,0.07708094580552312,0.038613385149062755,21.61090987548952,37.46095471735762,59.07186459284714
MAC004606,ToU,ACORN-E,Affluent,block_36,174,365,59,0.13458540298303226,0.05274821912320297,0.13828441773401823,0.12189050831119484,2.748451666375973,131.07985508761462,133.8283067539906
MAC004709,ToU,ACORN-Q,Adversity,block_97,172,365,59,0.05823292808364911,0.07715287725415594,0.07546851987928686,0.13638567110116445,29.597673280106335,76.77327917646501,106.37095245657135
MAC004751,ToU,ACORN-F,Comfortable,block_46,274,365,59,0.1949247609102403,0.09220892756210589,0.27048164768750604,0.17613932142384497,38.76207744179738,91.02198244872665,129.78405989052402
MAC004762,ToU,ACORN-G,Comfortable,block_61,273,365,59,0.058404481659002895,0.014006490624049876,0.06436945861264932,0.023182081527656367,10.213217863096888,65.5095637436227,75.7227816067196
MAC004821,ToU,ACORN-L,Adversity,block_81,271,365,59,0.12339689072115759,0.03287212592768964,0.11697494293378992,0.056150939830969256,5.204302758227087,70.8162713737685,76.02057413199559
MAC004827,ToU,ACORN-E,Affluent,block_34,271,365,59,0.10506521228636924,0.039683245391714736,0.07112095847685104,0.023398746209139353,32.3077953880668,41.03620815744909,73.34400354551589
MAC004851,ToU,ACORN-E,Affluent,block_34,369,365,59,0.20558335408494488,0.055368268213649284,0.23862806998885372,0.08333168678558506,16.073634001639604,50.50441249856951,66.57804650020911
MAC004965,ToU,ACORN-E,Affluent,block_33,344,365,59,0.18662156816456715,0.04841427888317302,0.19977903430656754,0.09453437037723121,7.050345933433501,95.26134140167437,102.31168733510788
MAC005022,ToU,ACORN-Q,Adversity,block_96,337,365,59,0.33909180475066814,0.18695457619286715,0.44174539979197025,0.2521734933717918,30.273098200289034,34.88490012228592,65.15799832257495
MAC005069,ToU,ACORN-F,Comfortable,block_47,217,365,59,0.016737807219662025,0.033539415592805315,0.009484615758282293,0.013840558001203521,43.33417971775511,58.733455080915256,102.06763479867037
MAC005070,ToU,ACORN-D,Affluent,block_12,216,365,59,0.34300657419699726,0.2173288564725123,0.4800218666319343,0.27506803249069645,39.94538377455289,26.56765279832363,66.51303657287652
MAC005080,ToU,ACORN-Q,Adversity,block_95,215,365,59,0.27293986842569684,0.2536053072817648,0.43663047942351596,0.301902643622698,59.97314058293431,19.04429243165368,79.017433014588
MAC005083,ToU,ACORN-E,Affluent,block_42,216,365,59,0.10135148821250324,0.06548135655163793,0.15174198059360727,0.05277891837301163,49.71855201124477,19.398556852757455,69.11710886400222
MAC005124,ToU,ACORN-O,Adversity,block_89,215,365,59,0.4516926607143741,0.07913103390256715,0.4830739760348052,0.14537121737824896,6.947492852950058,83.70948818543475,90.65698103838481
MAC005162,ToU,ACORN-F,Comfortable,block_46,215,365,59,0.14790084236522463,0.13765693121574568,0.17675587894977166,0.18809432488227054,19.50971753987224,36.639923047155406,56.14964058702765
MAC005250,ToU,ACORN-E,Affluent,block_39,329,365,59,0.35927493178218434,0.26219191082866444,0.44396610191683666,0.3611471482811607,23.57280250936004,37.74152953069589,61.31433204005593
MAC005321,ToU,ACORN-E,Affluent,block_41,319,365,59,0.07955807163606901,0.07808646509095522,0.12122477665573687,0.0851990133480416,52.37269350904874,9.108554534773305,61.48124804382204
MAC005341,ToU,ACORN-F,Comfortable,block_48,315,365,59,0.4387049602976191,0.2285924525770781,0.641749999737443,0.3545281329913483,46.282822811503515,55.091792836776385,101.3746156482799
MAC005429,ToU,ACORN-F,Comfortable,block_45,261,365,59,0.1477020446763626,0.04395521018069769,0.20175968700411281,0.08029721303493793,36.599115771348075,82.67962479269255,119.27874056404062
MAC005449,ToU,ACORN-K,Adversity,block_74,260,365,59,0.22147807519418303,0.1252314654490845,0.14384170675386182,0.08061491346271643,35.05374894208051,35.627269733186886,70.6810186752674
MAC005498,ToU,ACORN-L,Adversity,block_82,258,365,59,0.04712219012390964,0.0512428462778226,0.0663536869888516,0.059064717805647336,40.81197587457627,15.264319014242512,56.07629488881878
MAC005537,ToU,ACORN-F,Comfortable,block_45,259,365,59,0.1328553930387868,0.06457995771963092,0.15839485849566398,0.09555487338034006,19.2235067562677,47.963666676872776,67.18717343314047
MAC005538,ToU,ACORN-F,Comfortable,block_44,258,365,59,0.05151211498020778,0.02324592163914022,0.06944035387557074,0.03376261231501075,34.80392700290296,45.24101405453892,80.04494105744189
